vertices,redexes,redex_depths,redex_indexes,heights,widths,steps_time,strategy_name
40,6,7,11,9,12,188383,LI
37,6,8,14,9,11,190356,LI
34,6,8,16,9,10,162663,LI
31,5,7,13,8,9,134416,LI
28,4,6,10,8,8,108969,LI
25,4,7,13,8,7,105118,LI
22,4,6,12,7,6,81828,LI
19,3,5,9,6,5,60853,LI
16,3,4,8,5,4,43479,LI
13,2,3,5,4,3,28238,LI
10,1,2,2,4,2,15115,LI
7,1,1,1,4,1,7008,LI
58,11,14,29,16,18,344839,LI
55,10,13,24,15,17,358521,LI
51,9,12,21,13,16,242050,LI
48,8,11,18,12,15,205317,LI
43,7,8,15,10,13,146751,LI
40,6,7,12,8,12,118540,LI
36,5,5,14,7,11,90053,LI
33,4,4,9,7,10,69347,LI
31,4,4,9,7,9,59897,LI
28,4,3,8,7,8,45094,LI
25,3,2,2,7,7,28423,LI
21,3,5,15,7,6,68131,LI
18,2,2,6,7,5,35992,LI
21,2,4,8,7,4,62155,LI
15,2,3,7,5,3,35042,LI
12,2,2,6,4,2,23505,LI
7,1,1,1,4,1,8440,LI
55,7,7,8,15,20,215289,LI
52,7,6,7,15,19,190957,LI
49,6,14,30,15,18,417662,LI
46,5,11,23,15,17,332235,LI
43,4,12,33,14,16,310047,LI
40,3,10,31,13,15,269430,LI
36,3,9,30,13,14,230134,LI
33,2,7,11,13,13,172392,LI
30,1,5,9,13,12,129440,LI
55,5,17,33,22,16,500540,LI
52,4,9,19,20,15,471575,LI
31,3,6,16,9,8,143096,LI
27,3,5,15,9,7,123431,LI
24,2,4,10,9,6,134619,LI
16,1,3,3,6,5,42785,LI
17,1,4,4,6,4,52892,LI
14,1,3,3,6,3,36419,LI
9,1,2,2,4,2,16352,LI
6,1,1,1,3,1,6661,LI
52,4,11,23,14,15,276526,LI
47,4,10,22,12,14,187104,LI
44,3,4,7,12,13,130636,LI
41,2,2,2,11,12,61129,LI
38,2,2,23,11,11,75180,LI
26,1,1,1,11,7,31980,LI
53,4,13,15,20,17,487754,LI
49,4,12,14,20,16,334980,LI
43,4,17,24,20,14,448684,LI
40,4,16,23,18,13,316773,LI
37,3,11,13,16,12,198274,LI
26,2,4,23,11,8,58066,LI
23,1,1,1,11,7,27872,LI
22,1,1,1,11,6,19850,LI
51,3,9,26,15,15,276047,LI
48,2,2,12,15,14,101216,LI
45,1,1,1,16,13,46708,LI
75,2,3,37,18,22,213512,LI
69,1,2,2,17,21,139752,LI
57,5,15,23,16,22,379586,LI
54,4,4,39,16,21,114800,LI
51,4,3,38,16,20,103864,LI
48,4,6,43,16,19,117328,LI
45,3,4,41,16,18,101011,LI
41,2,2,37,16,17,84524,LI
38,1,1,1,16,16,62004,LI
45,7,12,24,15,15,495479,LI
42,6,14,30,15,14,327581,LI
39,5,6,12,13,13,173467,LI
36,5,5,11,12,12,150197,LI
33,5,9,15,10,11,226071,LI
30,5,8,14,10,10,137841,LI
27,5,7,13,10,9,126439,LI
24,5,6,12,9,8,85255,LI
21,4,4,8,7,7,58077,LI
18,3,3,5,6,6,39791,LI
15,2,2,2,5,5,23864,LI
12,2,2,8,4,4,22643,LI
9,1,1,1,4,3,10974,LI
8,2,2,4,3,2,15166,LI
5,1,1,1,2,1,5514,LI
51,4,10,16,13,16,267142,LI
47,4,9,15,11,15,193752,LI
44,3,4,30,10,14,140485,LI
34,2,3,25,9,12,86061,LI
27,1,2,2,9,10,47895,LI
26,1,6,6,8,9,110347,LI
23,1,5,5,7,8,89682,LI
56,10,9,16,20,20,392517,LI
53,9,19,30,20,19,596059,LI
50,8,18,31,20,18,491450,LI
46,7,17,28,20,17,416870,LI
43,6,18,33,20,16,393263,LI
40,5,13,22,18,15,348246,LI
37,5,12,21,17,14,262738,LI
34,4,5,11,15,13,143437,LI
31,3,3,7,13,12,81438,LI
28,2,2,4,12,11,66963,LI
25,1,1,1,11,10,23339,LI
52,7,15,34,16,16,353731,LI
48,6,13,32,14,15,280558,LI
45,5,8,15,12,14,231704,LI
31,4,5,11,12,8,110513,LI
28,4,5,11,12,7,104172,LI
25,4,6,16,12,6,99298,LI
22,3,4,10,10,5,82526,LI
19,2,2,6,11,4,53943,LI
16,1,1,1,10,3,17845,LI
23,1,1,1,10,3,25782,LI
54,5,2,2,11,20,37451,LI
51,5,9,21,11,19,215011,LI
48,4,7,9,11,18,172876,LI
40,3,5,7,11,15,107045,LI
37,3,8,20,11,14,176264,LI
32,2,4,6,10,12,102504,LI
9,1,1,1,5,2,10702,LI
53,2,11,27,15,20,411981,LI
48,1,1,1,13,18,79602,LI
63,5,5,8,13,17,249477,LI
60,5,11,24,13,16,403657,LI
57,5,10,23,13,15,444985,LI
52,4,11,29,13,14,291664,LI
49,3,9,34,13,13,279984,LI
46,2,4,7,13,12,153649,LI
16,1,2,2,8,3,33960,LI
13,1,1,1,8,2,16829,LI
53,6,8,11,10,18,196155,LI
50,5,6,20,9,17,181290,LI
47,5,5,19,9,16,160835,LI
51,5,5,19,10,17,185767,LI
48,5,7,21,12,16,198399,LI
45,5,6,20,10,15,158744,LI
42,5,8,22,9,14,165381,LI
39,4,4,16,9,13,106864,LI
36,3,3,5,9,12,81240,LI
38,4,6,14,10,12,127418,LI
33,3,3,5,8,10,65493,LI
24,2,2,2,6,8,27598,LI
21,2,5,14,6,7,68093,LI
18,1,1,1,6,6,18360,LI
15,1,1,1,6,5,19133,LI
16,2,3,3,5,4,35806,LI
13,2,2,2,4,3,21625,LI
8,2,2,4,3,2,16349,LI
5,1,1,1,2,1,5869,LI
51,6,5,5,14,17,71522,LI
48,5,3,3,14,16,50290,LI
45,5,2,2,14,15,38784,LI
42,5,9,17,14,14,259635,LI
39,5,9,17,12,13,226433,LI
32,4,8,14,9,11,302166,LI
29,3,8,17,9,10,141897,LI
24,2,6,12,7,8,91763,LI
21,1,1,1,6,7,22244,LI
57,4,19,25,24,20,644230,LI
48,3,19,33,22,16,584585,LI
45,2,17,23,22,15,489985,LI
41,2,16,22,20,14,381160,LI
37,1,6,7,18,13,147135,LI
51,5,15,26,18,17,371515,LI
42,4,4,8,14,14,121781,LI
36,3,3,28,12,12,96023,LI
36,3,3,28,12,11,118302,LI
30,2,2,6,12,10,61205,LI
37,4,9,23,12,9,163022,LI
34,3,3,7,12,8,121636,LI
31,3,3,25,12,7,83500,LI
28,2,2,6,12,6,54615,LI
22,1,1,1,10,5,19883,LI
56,4,19,23,23,20,608576,LI
53,3,15,18,21,19,584649,LI
50,4,18,22,20,18,461598,LI
46,3,14,17,18,17,422446,LI
43,2,5,5,16,16,178299,LI
40,1,1,1,14,15,48190,LI
49,5,12,20,13,14,315538,LI
46,5,11,19,12,13,274647,LI
43,4,10,16,11,12,234206,LI
40,4,9,15,10,11,198791,LI
37,3,8,12,10,10,164866,LI
34,3,7,11,10,9,137147,LI
31,2,6,8,9,8,108779,LI
28,2,5,7,8,7,85383,LI
23,1,4,4,8,6,50939,LI
20,1,3,3,8,5,34093,LI
16,1,2,2,8,4,17988,LI
13,1,1,1,8,3,12218,LI
57,4,14,21,17,21,470296,LI
54,3,16,24,17,20,447104,LI
51,2,11,16,17,19,423310,LI
38,1,6,11,13,15,225481,LI
53,2,6,6,15,21,89583,LI
50,1,3,3,15,20,61888,LI
45,1,2,2,15,18,57103,LI
54,3,11,13,16,21,345016,LI
51,2,15,23,16,20,401969,LI
48,1,8,43,15,19,326438,LI
52,7,3,3,13,15,86174,LI
49,7,11,18,13,14,174010,LI
46,6,7,13,11,13,132623,LI
43,5,4,8,9,12,96557,LI
40,5,4,15,8,11,94977,LI
36,4,3,7,8,10,66298,LI
33,4,4,8,7,9,60396,LI
30,3,2,2,7,8,35404,LI
27,3,4,21,8,7,74608,LI
24,2,2,10,8,6,51222,LI
29,2,4,12,8,7,113248,LI
22,2,3,11,8,5,58394,LI
23,2,3,11,8,5,61590,LI
16,2,2,10,8,3,35116,LI
14,2,2,10,8,2,30660,LI
11,1,1,1,8,1,13645,LI
59,8,8,11,12,18,253123,LI
56,7,9,22,11,17,228513,LI
53,7,8,21,10,16,198936,LI
50,6,5,8,10,15,159703,LI
47,5,7,23,10,14,175702,LI
43,4,5,21,9,13,140213,LI
40,3,6,33,9,12,142101,LI
34,2,5,27,9,10,108273,LI
30,1,2,2,8,9,38958,LI
56,5,10,15,19,21,532881,LI
50,4,15,29,19,20,512869,LI
37,3,14,22,17,14,302595,LI
37,2,5,7,17,14,130713,LI
34,1,1,1,15,13,31503,LI
51,5,7,8,12,19,149269,LI
48,4,11,20,12,18,227532,LI
45,3,8,17,10,17,188443,LI
42,3,7,16,9,16,150831,LI
39,3,6,15,9,15,123756,LI
36,2,2,25,9,14,77851,LI
35,2,3,26,9,13,84754,LI
32,2,2,25,9,12,67690,LI
28,1,1,1,9,11,37811,LI
55,4,5,9,10,10,151872,LI
49,3,4,4,10,9,86093,LI
44,3,3,3,10,8,55940,LI
41,3,2,2,10,7,40122,LI
35,3,6,14,10,6,161399,LI
28,3,5,13,8,5,103594,LI
25,3,4,12,8,4,82614,LI
19,2,3,7,6,3,48463,LI
13,2,2,6,5,2,26532,LI
10,1,1,1,5,1,11128,LI
56,3,6,7,19,20,215698,LI
52,3,18,44,19,19,436436,LI
48,2,14,38,18,18,366388,LI
40,1,5,6,13,16,160761,LI
58,7,9,14,11,21,232438,LI
55,6,7,12,11,20,185956,LI
52,5,3,6,11,19,110313,LI
49,4,2,2,11,18,83480,LI
46,4,9,40,11,17,168840,LI
43,4,8,39,9,16,136166,LI
40,3,4,31,9,15,97952,LI
32,2,2,27,9,12,80067,LI
29,1,1,1,9,11,38897,LI
59,5,6,11,17,20,183908,LI
56,4,3,3,17,19,111176,LI
45,4,14,20,17,15,324201,LI
42,4,13,19,16,14,281492,LI
34,4,12,18,14,11,192509,LI
28,3,6,11,11,9,104140,LI
25,2,2,2,9,8,43741,LI
9,2,3,6,4,2,19526,LI
6,1,1,1,3,1,6785,LI
55,3,11,17,14,22,372644,LI
45,2,10,18,13,18,253219,LI
42,1,5,6,13,17,200181,LI
59,4,6,7,15,22,153537,LI
52,3,7,14,15,19,199335,LI
49,3,6,13,15,18,175755,LI
46,2,13,28,15,17,298653,LI
41,2,12,27,14,16,332591,LI
35,1,4,9,13,14,102369,LI
55,7,6,10,8,19,123880,LI
52,7,5,9,8,18,101360,LI
49,6,4,4,8,17,80915,LI
47,6,4,4,8,16,71198,LI
44,6,3,3,8,15,56501,LI
41,6,7,14,8,14,97846,LI
38,5,3,5,7,13,61135,LI
41,5,5,7,7,12,85493,LI
36,5,4,6,7,11,57667,LI
33,5,3,5,7,10,85732,LI
26,4,2,2,7,9,20908,LI
23,4,6,18,7,8,67190,LI
20,3,3,15,7,7,48185,LI
16,2,2,4,7,6,29345,LI
17,4,5,11,6,5,54859,LI
14,3,4,8,5,4,37374,LI
11,3,3,7,4,3,25000,LI
8,2,2,4,3,2,13926,LI
5,1,1,1,2,1,5190,LI
56,5,8,9,17,21,248868,LI
53,4,16,36,17,20,356573,LI
50,3,10,24,15,19,279099,LI
47,2,8,17,14,18,223642,LI
27,1,5,24,11,10,71550,LI
55,6,3,3,17,21,35140,LI
52,5,15,21,17,20,368066,LI
49,4,14,18,15,19,356440,LI
46,3,11,33,15,18,280427,LI
38,2,3,5,14,16,83637,LI
35,1,1,1,12,15,27640,LI
54,3,12,26,18,19,333937,LI
35,2,4,13,11,12,94730,LI
32,2,3,12,9,11,68854,LI
49,4,6,20,11,10,208441,LI
42,4,7,25,11,9,166523,LI
35,4,6,24,11,8,123722,LI
32,3,5,19,12,7,98063,LI
29,3,4,18,13,6,76444,LI
26,2,3,12,11,5,52081,LI
15,1,2,2,7,4,21670,LI
58,10,9,15,15,18,199297,LI
55,9,7,13,15,17,172178,LI
52,8,7,19,15,16,207924,LI
50,8,7,19,15,15,193135,LI
47,8,14,33,15,14,243325,LI
44,7,12,29,14,13,237521,LI
38,6,6,18,11,11,165152,LI
35,5,5,15,10,10,122364,LI
32,4,4,9,9,9,93105,LI
29,4,4,9,9,8,84890,LI
26,4,6,11,7,7,79478,LI
23,3,3,6,7,6,49743,LI
20,3,6,16,7,5,65384,LI
16,2,2,5,6,4,31505,LI
17,2,2,5,7,4,32426,LI
20,2,2,5,8,4,38025,LI
10,1,1,1,5,2,10847,LI
55,4,3,3,14,18,137588,LI
52,4,11,27,14,17,427205,LI
46,3,7,15,12,15,214879,LI
43,3,6,14,13,14,215687,LI
41,3,7,15,11,13,177510,LI
37,2,4,6,11,12,102855,LI
13,1,2,2,6,2,63308,LI
10,1,1,1,5,1,11215,LI
58,4,13,15,14,23,303285,LI
55,3,6,49,14,22,199347,LI
52,2,4,31,14,21,226696,LI
58,4,9,42,14,23,251781,LI
55,3,7,49,14,22,224444,LI
52,2,5,33,14,21,179385,LI
36,1,3,3,14,14,91565,LI
55,9,4,4,11,18,70090,LI
52,8,7,12,11,17,94422,LI
44,7,7,18,9,15,122098,LI
41,6,5,16,9,14,100129,LI
38,5,6,19,9,13,115551,LI
35,4,5,22,9,12,112369,LI
34,4,6,23,8,11,112917,LI
30,4,5,22,8,10,89517,LI
27,3,4,17,7,9,70932,LI
27,3,4,17,7,8,69666,LI
21,2,3,14,6,7,47707,LI
18,2,2,13,6,6,32640,LI
14,1,1,1,6,5,15924,LI
14,3,2,2,4,4,15984,LI
11,3,3,7,4,3,25164,LI
8,2,2,4,3,2,13911,LI
5,1,1,1,2,1,5147,LI
52,3,11,41,15,19,272080,LI
43,2,5,6,15,16,139504,LI
40,2,6,7,16,15,152091,LI
37,1,1,1,14,14,42175,LI
43,4,10,14,13,13,227228,LI
40,4,9,13,13,12,197315,LI
37,4,10,16,13,11,192522,LI
34,4,9,15,13,10,167513,LI
31,3,8,12,12,9,135006,LI
28,2,5,7,11,8,80170,LI
25,1,1,1,10,7,19539,LI
57,8,12,17,17,18,305426,LI
54,7,14,29,17,17,334389,LI
51,7,14,33,15,16,318552,LI
48,6,13,28,15,15,285130,LI
45,5,11,26,14,14,231238,LI
42,4,7,9,14,13,261416,LI
39,4,9,14,14,12,205350,LI
36,4,11,18,14,11,189211,LI
31,3,12,25,14,9,160665,LI
26,2,7,20,11,8,105782,LI
23,1,1,1,10,7,21596,LI
51,3,6,8,18,16,124641,LI
46,2,6,9,18,15,160080,LI
43,1,1,1,16,14,33009,LI
55,8,5,9,23,18,173606,LI
52,8,22,42,23,17,500332,LI
49,7,14,25,21,16,545599,LI
46,6,10,18,19,15,292080,LI
22,5,9,15,10,7,97279,LI
19,4,6,12,8,6,66793,LI
16,3,4,8,6,5,44351,LI
13,3,3,7,5,4,30548,LI
11,3,3,7,4,3,24639,LI
8,2,2,4,3,2,13754,LI
5,1,1,1,2,1,5185,LI
57,7,15,17,18,19,457977,LI
54,7,16,27,18,18,429462,LI
48,6,15,21,18,16,386740,LI
45,5,14,16,16,15,404297,LI
39,4,14,19,16,13,368862,LI
32,3,11,13,14,10,313053,LI
29,2,8,10,12,9,156952,LI
24,2,8,17,11,7,156413,LI
20,1,7,9,10,6,84013,LI
19,1,8,10,10,5,85088,LI
14,1,7,9,8,4,52972,LI
53,2,12,15,19,21,410326,LI
50,2,17,21,20,20,441771,LI
47,1,9,28,18,19,289777,LI
53,8,4,4,14,15,103060,LI
51,8,4,4,14,14,93619,LI
48,8,6,14,14,13,117279,LI
44,7,5,9,14,12,88692,LI
42,7,5,9,14,11,119092,LI
39,6,4,6,14,10,63648,LI
36,5,3,3,14,9,43988,LI
33,5,5,8,14,8,54447,LI
29,4,2,2,14,7,26739,LI
26,4,12,22,14,6,111409,LI
23,3,9,17,12,5,80932,LI
17,2,5,11,8,4,43054,LI
11,1,1,1,4,3,11343,LI
8,1,1,1,4,2,8695,LI
5,1,1,1,2,1,5245,LI
55,5,5,8,16,21,82202,LI
52,4,13,26,16,20,331604,LI
48,3,13,30,14,19,300086,LI
45,3,12,29,14,18,261213,LI
42,2,11,24,14,17,220119,LI
35,1,4,32,12,14,91078,LI
54,7,13,17,14,19,226731,LI
51,6,12,18,14,18,204019,LI
48,5,11,15,13,17,173379,LI
43,4,12,17,13,15,144501,LI
40,3,7,10,11,14,119126,LI
39,2,4,22,10,14,95394,LI
28,1,2,2,10,10,41668,LI
25,1,7,14,12,9,218372,LI
55,7,13,38,15,21,365295,LI
52,6,12,35,15,20,328245,LI
48,5,9,21,15,19,326476,LI
45,4,7,19,13,18,211879,LI
46,3,6,13,12,19,190235,LI
23,2,5,9,7,8,71490,LI
17,1,4,4,6,6,39961,LI
51,7,5,5,17,18,48361,LI
48,6,10,17,17,17,254352,LI
45,5,14,32,17,16,294134,LI
42,4,12,20,17,15,248727,LI
38,3,10,18,15,14,194573,LI
35,2,9,29,13,13,227698,LI
32,1,1,1,13,12,27588,LI
29,1,3,3,15,11,54268,LI
51,4,12,16,19,19,320946,LI
48,3,9,12,17,18,247557,LI
45,2,6,9,15,17,167437,LI
44,1,2,2,13,17,81691,LI
41,1,1,1,13,16,45489,LI
55,4,3,5,17,19,52737,LI
52,3,2,2,17,18,51713,LI
49,3,9,30,17,17,315119,LI
35,3,8,29,14,13,201496,LI
30,2,3,5,14,12,76948,LI
27,1,1,1,12,11,25322,LI
55,5,4,6,13,20,46156,LI
52,4,2,2,13,19,30479,LI
49,4,12,24,13,18,201463,LI
46,3,9,37,11,17,170143,LI
43,3,8,36,11,16,146295,LI
40,2,6,32,11,15,123431,LI
36,1,1,1,11,14,27822,LI
59,6,13,19,16,23,427096,LI
56,5,14,22,16,22,327643,LI
53,4,10,16,15,21,269859,LI
50,3,11,36,15,20,343654,LI
47,2,8,32,13,19,232959,LI
44,1,1,1,12,18,52782,LI
54,7,6,19,15,19,154325,LI
52,7,7,20,15,18,148714,LI
49,6,12,32,15,17,260368,LI
46,5,10,40,13,16,218142,LI
43,4,6,24,13,15,144995,LI
24,3,4,17,8,8,67024,LI
22,3,4,17,8,7,60245,LI
19,2,3,5,8,6,41125,LI
18,1,1,1,7,5,14780,LI
57,11,12,17,15,19,224715,LI
53,10,9,13,13,18,175559,LI
44,9,6,10,11,14,99181,LI
41,9,5,9,9,13,76580,LI
36,8,4,6,8,11,49050,LI
33,7,3,3,8,10,33457,LI
26,6,4,6,8,8,49787,LI
23,5,7,18,8,7,81461,LI
20,4,4,14,6,6,57521,LI
18,4,4,14,5,5,50246,LI
15,3,3,10,5,4,35545,LI
11,2,2,4,5,3,19844,LI
9,2,2,4,4,2,15466,LI
6,1,1,1,3,1,5865,LI
55,7,23,34,25,17,526438,LI
52,6,19,30,23,16,559786,LI
49,5,16,26,21,15,444755,LI
46,4,16,33,19,14,411533,LI
41,3,9,11,19,12,300139,LI
38,3,9,11,17,11,204703,LI
17,2,7,9,8,5,62117,LI
13,1,4,4,6,4,33475,LI
55,8,10,12,12,18,249744,LI
52,7,8,10,12,17,177419,LI
49,6,6,6,12,16,184929,LI
46,5,9,13,12,15,184787,LI
37,4,8,17,10,12,118754,LI
34,3,5,25,9,11,80984,LI
31,2,2,22,9,10,59229,LI
32,3,3,26,9,9,68959,LI
27,2,2,22,9,8,51748,LI
23,1,1,1,9,7,26198,LI
21,1,6,10,8,6,70989,LI
54,3,10,17,17,19,307229,LI
51,2,8,22,17,18,261631,LI
48,1,9,26,17,17,292232,LI
47,2,10,27,15,16,292865,LI
44,2,10,35,15,15,274106,LI
41,1,9,26,15,14,235719,LI
56,5,20,28,23,22,542156,LI
53,4,15,22,21,21,449170,LI
48,3,10,13,19,19,316299,LI
45,2,9,34,17,18,273072,LI
40,1,7,10,17,17,261743,LI
51,2,4,4,13,19,141585,LI
31,1,2,2,11,11,62647,LI
7,1,1,1,4,1,9169,LI
56,4,15,21,16,18,249490,LI
53,3,8,12,15,17,176945,LI
51,4,11,17,15,16,161836,LI
48,3,10,14,15,15,219468,LI
45,2,3,3,15,14,96525,LI
43,3,5,7,15,13,97441,LI
40,2,3,3,15,12,58414,LI
31,1,3,4,15,10,70929,LI
53,3,1,1,15,21,39077,LO
54,6,2,2,13,17,106407,LO
51,7,1,1,19,16,47945,LO
58,8,3,3,17,18,97815,LO
55,7,3,3,17,17,84145,LO
52,7,2,2,17,16,56384,LO
59,8,3,3,17,18,85728,LO
56,7,3,3,17,17,78060,LO
53,7,2,2,17,16,57154,LO
61,9,2,2,17,18,77243,LO
46,6,2,2,17,14,42809,LO
43,5,2,2,17,13,35600,LO
40,5,1,1,17,12,23063,LO
70,9,1,1,18,21,52147,LO
33,4,1,1,15,10,33855,LO
30,4,3,3,13,9,57794,LO
41,5,4,4,11,12,115692,LO
38,4,6,7,11,11,121300,LO
35,3,5,10,11,10,125378,LO
32,2,9,15,12,9,127834,LO
29,1,5,24,10,8,87303,LO
56,5,2,2,10,18,76080,LO
53,4,2,2,10,17,66995,LO
50,4,1,1,10,16,41298,LO
197,21,5,5,15,57,248423,LO
194,21,4,4,15,56,165955,LO
198,22,4,4,15,56,240622,LO
187,21,3,3,15,54,128287,LO
184,20,3,3,15,53,108703,LO
180,20,2,2,15,52,90531,LO
173,19,1,1,15,50,73141,LO
170,18,8,8,14,49,499845,LO
167,18,7,7,14,48,547949,LO
171,19,7,7,14,48,767303,LO
160,18,6,6,14,46,407519,LO
157,17,6,6,14,45,395078,LO
153,17,5,5,14,44,373645,LO
146,16,4,4,14,42,344902,LO
143,15,7,7,14,41,373058,LO
140,15,6,6,14,40,340005,LO
144,16,6,6,14,40,377201,LO
133,15,5,5,14,38,281947,LO
130,14,5,5,14,37,248464,LO
126,14,4,4,14,36,220779,LO
119,13,3,3,14,34,187383,LO
116,13,2,2,13,33,148718,LO
87,10,1,1,12,25,52609,LO
26,3,4,4,9,7,79619,LO
23,3,3,3,9,6,59721,LO
27,4,3,3,10,6,76861,LO
16,3,2,2,7,4,28547,LO
13,2,2,2,5,3,21135,LO
9,2,1,1,3,2,7638,LO
58,5,2,2,12,19,109101,LO
215,14,3,3,18,73,468366,LO
186,13,2,2,18,62,322123,LO
6,1,1,1,3,1,6697,LO
59,4,5,6,13,23,93477,LO
56,3,5,11,13,22,81312,LO
53,2,9,22,13,21,234192,LO
50,1,6,42,12,20,162401,LO
52,6,1,1,12,20,49250,LO
62,11,1,1,10,19,30175,LO
59,10,3,3,9,18,62489,LO
56,9,3,3,9,17,53340,LO
53,9,2,2,9,16,38811,LO
50,8,2,2,9,15,33994,LO
47,8,1,1,9,14,23376,LO
44,7,2,2,8,13,53696,LO
41,6,2,2,8,12,41673,LO
38,5,2,2,8,11,36528,LO
35,4,2,2,8,10,53613,LO
30,4,1,1,8,9,15947,LO
55,6,3,3,27,18,71781,LO
52,7,1,1,13,19,24529,LO
49,6,2,2,12,18,51622,LO
100,11,9,11,17,37,270782,LO
97,11,8,10,17,36,236256,LO
94,10,8,10,17,35,211456,LO
91,10,7,9,17,34,225904,LO
88,9,8,14,17,33,182105,LO
84,8,9,23,17,32,283049,LO
81,8,8,22,17,31,230496,LO
78,7,8,22,17,30,175928,LO
75,7,7,21,17,29,214225,LO
72,6,8,26,17,28,158616,LO
68,5,4,29,17,27,163287,LO
51,6,3,3,21,17,129409,LO
60,5,7,8,19,18,434027,LO
57,4,9,10,18,17,327968,LO
54,3,9,11,18,16,305534,LO
55,6,11,14,15,20,276571,LO
46,4,9,15,14,17,202424,LO
41,3,13,27,14,15,210879,LO
38,2,10,29,12,14,178063,LO
56,5,3,3,21,18,92057,LO
53,4,3,3,21,17,71781,LO
50,3,14,29,21,16,341052,LO
47,3,13,28,20,15,257886,LO
44,2,14,30,18,14,233924,LO
59,9,4,4,21,19,191956,LO
56,10,3,3,23,18,138965,LO
51,10,2,2,21,16,66091,LO
42,8,2,2,19,13,56654,LO
42,7,2,2,17,12,40814,LO
53,3,2,2,18,20,113585,LO
64,8,4,4,16,19,256053,LO
61,8,3,3,16,18,180346,LO
58,7,4,4,15,17,219986,LO
55,6,8,8,14,16,318052,LO
52,7,7,7,12,15,275395,LO
48,6,7,7,10,14,236678,LO
45,5,7,7,9,13,211444,LO
40,5,6,6,8,12,165132,LO
37,5,5,5,8,11,141731,LO
34,4,6,6,8,10,131970,LO
31,4,5,5,8,9,107380,LO
28,4,4,4,8,8,128731,LO
25,4,3,3,8,7,70736,LO
8,1,2,2,3,2,14024,LO
5,1,1,1,2,1,4813,LO
53,2,5,8,19,22,155314,LO
54,5,3,3,22,17,70234,LO
56,8,1,1,14,19,38415,LO
203,31,4,4,20,66,166892,LO
200,30,4,4,20,65,176403,LO
199,29,5,5,20,64,253280,LO
195,29,4,4,20,63,132592,LO
192,29,3,3,20,62,131384,LO
189,29,2,2,20,61,101380,LO
191,29,3,3,20,61,116158,LO
188,29,2,2,20,60,135429,LO
179,28,1,1,20,58,83270,LO
176,27,6,6,19,57,450206,LO
173,26,6,6,19,56,406111,LO
172,25,7,7,19,55,463201,LO
168,25,6,6,19,54,371143,LO
165,25,5,5,19,53,350409,LO
162,25,4,4,19,52,330734,LO
164,25,5,5,19,52,437136,LO
161,25,4,4,19,51,328471,LO
152,24,3,3,19,49,294668,LO
149,23,6,6,18,48,431322,LO
146,22,6,6,18,47,435115,LO
145,21,7,7,18,46,392575,LO
141,21,6,6,18,45,313478,LO
138,21,5,5,18,44,290305,LO
135,21,4,4,18,43,328644,LO
137,21,5,5,18,43,285340,LO
134,21,4,4,18,42,267890,LO
125,20,3,3,18,40,231235,LO
122,19,3,3,17,39,236729,LO
57,8,5,5,13,17,128901,LO
54,7,5,5,13,16,117277,LO
53,6,6,6,13,15,119173,LO
49,6,5,5,13,14,90728,LO
46,6,4,4,13,13,72713,LO
43,6,3,3,13,12,57023,LO
45,6,4,4,13,12,68914,LO
42,6,3,3,13,11,54118,LO
33,5,2,2,13,9,30643,LO
30,4,7,7,12,8,107630,LO
27,3,7,7,11,7,95820,LO
26,2,8,8,10,6,97398,LO
22,2,7,7,9,5,69491,LO
19,2,6,6,9,4,52277,LO
16,2,5,5,8,3,36267,LO
18,2,6,6,9,3,47859,LO
15,2,5,5,9,2,33709,LO
52,6,1,1,15,16,38148,LO
72,7,2,2,21,22,62352,LO
69,6,2,2,20,21,60230,LO
59,4,9,13,17,21,216199,LO
56,4,8,12,17,20,191631,LO
33,2,6,15,12,12,139408,LO
30,1,6,26,10,11,93014,LO
56,7,7,10,17,17,261183,LO
53,6,7,10,15,16,238535,LO
48,6,6,9,13,15,230390,LO
45,6,5,8,15,14,152248,LO
41,6,4,7,13,13,110889,LO
24,3,3,6,11,8,43134,LO
21,2,4,7,9,7,50463,LO
18,1,4,7,8,6,45204,LO
15,2,3,6,6,5,27707,LO
12,2,3,6,5,4,22909,LO
9,1,3,6,4,3,37596,LO
57,4,5,5,19,21,137852,LO
54,3,7,8,17,20,157563,LO
54,4,4,6,16,22,111459,LO
55,5,10,17,14,21,201050,LO
51,4,11,23,14,20,185606,LO
48,3,11,27,14,19,210928,LO
45,2,11,28,14,18,223602,LO
42,1,11,28,13,17,174735,LO
58,9,2,2,21,19,93770,LO
55,8,3,3,19,18,122087,LO
52,7,3,3,20,17,183314,LO
47,6,3,3,18,15,117489,LO
44,5,5,5,17,14,153480,LO
39,4,10,12,17,13,326955,LO
24,1,8,14,10,8,126721,LO
54,5,6,7,18,20,226854,LO
58,7,3,3,17,20,79749,LO
61,8,3,3,17,19,85909,LO
58,8,2,2,17,18,60684,LO
54,7,2,2,17,17,49364,LO
51,6,3,3,17,16,53204,LO
48,6,2,2,17,15,37154,LO
43,6,1,1,17,14,22577,LO
40,5,3,3,17,13,72538,LO
37,5,2,2,16,12,44538,LO
47,6,2,2,14,16,57121,LO
70,9,4,4,18,25,156418,LO
71,10,4,4,18,24,112187,LO
68,9,5,5,18,23,161749,LO
61,8,4,4,18,21,86781,LO
58,8,3,3,18,20,74876,LO
55,7,6,7,17,19,162424,LO
